Ligand.Cellset,Receptor.Cellset,PreEffectiveScore,PreEffectiveNum,PreNonEffectiveScore,PreNonEffectiveNum,PreEffectiveVsNonEffectiveScoreRatio,PreEffectiveVsNonEffectiveNumRatio,PostEffectiveScore,PostEffectiveNum,PostNonEffectiveScore,PostNonEffectiveNum,EffectivePostVsPreScoreRatio,EffectivePostVsPreNumRatio,NonEffectivePostVsPreScoreRatio,NonEffectivePostVsPreNumRatio,ResVsNonResScoreRatio,ResVsNonResNumRatio
pDCs,CD4_T_cells,206.3540 ,9.0000 ,193.7060 ,11.0000 ,1.0653 ,0.8182 ,214.4610 ,8.0000 ,228.7480 ,13.0000 ,1.0393 ,0.8889 ,1.1809 ,1.1818 ,0.8801 ,0.7521 
pDCs,CD8_act_T_cells,116.8080 ,9.0000 ,206.6960 ,13.0000 ,0.5651 ,0.6923 ,227.3780 ,7.0000 ,242.7240 ,14.0000 ,1.9466 ,0.7778 ,1.1743 ,1.0769 ,1.6577 ,0.7222 
pDCs,CD8_ex_T_cells,199.6810 ,9.0000 ,290.1570 ,16.0000 ,0.6882 ,0.5625 ,224.0150 ,11.0000 ,342.9100 ,16.0000 ,1.1219 ,1.2222 ,1.1818 ,1.0000 ,0.9493 ,1.2222 
pDCs,CD8_mem_T_cells,203.0770 ,10.0000 ,200.1970 ,13.0000 ,1.0144 ,0.7692 ,219.3920 ,10.0000 ,231.4260 ,13.0000 ,1.0803 ,1.0000 ,1.1560 ,1.0000 ,0.9346 ,1.0000 
pDCs,DCs,310.1150 ,12.0000 ,315.9910 ,20.0000 ,0.9814 ,0.6000 ,359.7770 ,14.0000 ,374.7830 ,21.0000 ,1.1601 ,1.1667 ,1.1861 ,1.0500 ,0.9781 ,1.1111 
pDCs,Endothelial,303.1270 ,12.0000 ,296.5020 ,20.0000 ,1.0223 ,0.6000 ,326.6650 ,13.0000 ,348.4870 ,17.0000 ,1.0777 ,1.0833 ,1.1753 ,0.8500 ,0.9169 ,1.2745 
pDCs,Macrophages,317.8410 ,17.0000 ,318.7260 ,22.0000 ,0.9972 ,0.7727 ,342.7260 ,18.0000 ,351.7220 ,18.0000 ,1.0783 ,1.0588 ,1.1035 ,0.8182 ,0.9771 ,1.2941 
pDCs,Melanocytes,301.0800 ,11.0000 ,293.4950 ,13.0000 ,1.0258 ,0.8462 ,223.5260 ,12.0000 ,339.7940 ,12.0000 ,0.7424 ,1.0909 ,1.1578 ,0.9231 ,0.6413 ,1.1818 
pDCs,Myofibroblasts,295.5420 ,12.0000 ,295.8070 ,19.0000 ,0.9991 ,0.6316 ,319.4390 ,11.0000 ,339.5810 ,17.0000 ,1.0809 ,0.9167 ,1.1480 ,0.8947 ,0.9415 ,1.0245 
pDCs,NK_cells,216.1720 ,11.0000 ,210.0390 ,15.0000 ,1.0292 ,0.7333 ,237.8650 ,16.0000 ,239.7960 ,14.0000 ,1.1004 ,1.4545 ,1.1417 ,0.9333 ,0.9638 ,1.5584 
pDCs,Plasma_cells,201.5380 ,7.0000 ,187.0140 ,7.0000 ,1.0777 ,1.0000 ,208.2590 ,3.0000 ,217.4030 ,6.0000 ,1.0333 ,0.4286 ,1.1625 ,0.8571 ,0.8889 ,0.5000 
pDCs,Tcell_prolif,205.4300 ,15.0000 ,198.8730 ,14.0000 ,1.0330 ,1.0714 ,216.7700 ,11.0000 ,233.0110 ,15.0000 ,1.0552 ,0.7333 ,1.1717 ,1.0714 ,0.9006 ,0.6844 
pDCs,Tregs,201.9880 ,9.0000 ,200.2620 ,12.0000 ,1.0086 ,0.7500 ,222.7120 ,9.0000 ,233.0650 ,15.0000 ,1.1026 ,1.0000 ,1.1638 ,1.2500 ,0.9474 ,0.8000 
pDCs,Tumor_1,295.5030 ,12.0000 ,292.3840 ,11.0000 ,1.0107 ,1.0909 ,314.0030 ,11.0000 ,330.2900 ,11.0000 ,1.0626 ,0.9167 ,1.1296 ,1.0000 ,0.9407 ,0.9167 
pDCs,Tumor_2,301.6990 ,9.0000 ,302.3890 ,16.0000 ,0.9977 ,0.5625 ,327.5800 ,10.0000 ,342.4440 ,16.0000 ,1.0858 ,1.1111 ,1.1325 ,1.0000 ,0.9588 ,1.1111 
pDCs,pDCs,312.6900 ,18.0000 ,318.8190 ,20.0000 ,0.9808 ,0.9000 ,338.8830 ,17.0000 ,359.8910 ,19.0000 ,1.0838 ,0.9444 ,1.1288 ,0.9500 ,0.9601 ,0.9942 
